crop,year,season,state,area,production,fertilizer,pesticide,yield,avg_temp_c,total_rainfall_mm,avg_humidity_percent,N,P,K,pH,solar_radiation,nasa_precipitation,nasa_humidity,nasa_temp_avg,nasa_temp_max,nasa_temp_min,NDVI,SAVI,GrNDVI,yield_log
Bajra,2014,Summer,Gujarat,274176.0,718369,41389608.96,90478.08,2.562333333,27.49,775.44,48.89,75,38,28,7.8,21.92,0.33,31.45,18.71,44.64,-6.96,0.366344781628839,0.236026696666873,0.444355023539755,1.2704157607810784
Bajra,2015,Kharif,Gujarat,147139.0,238821,23234719.49,48555.87,1.631153846,28.0,657.92,45.93,75,38,28,7.8,21.26,0.27,30.45,19.64,43.64,-4.99,0.355363472923012,0.228997379924965,0.440616975432223,0.9674224746929535
Bajra,2015,Summer,Gujarat,244029.0,647095,38534619.39,80529.57,2.552222222,28.0,657.92,45.93,75,38,28,7.8,21.26,0.27,30.45,19.64,43.64,-4.99,0.355363472923012,0.228997379924965,0.440616975432223,1.267573385672972
Bajra,2016,Kharif,Gujarat,179295.0,282188,27476958.75,62753.25,1.5624,28.08,551.92,45.4,75,38,28,7.8,22.8,0.16,27.38,19.95,43.98,-6.01,0.331671260187761,0.219108090817902,0.424307234824636,0.9409443193128113
Bajra,2016,Summer,Gujarat,252076.0,629445,38630647.0,88226.6,2.438214286,28.08,551.92,45.4,75,38,28,7.8,22.8,0.16,27.38,19.95,43.98,-6.01,0.331671260187761,0.219108090817902,0.424307234824636,1.234952233697771
Bajra,2017,Kharif,Gujarat,153027.0,252317,24092570.88,58150.26,1.644,27.49,860.9,48.49,75,38,28,7.8,22.49,0.23,27.94,19.68,44.31,-8.02,0.359061741274949,0.232893588020556,0.440648931860981,0.9722929219894398
Bajra,2017,Summer,Gujarat,244125.0,712600,38435040.0,92767.5,2.874137931,27.49,860.9,48.49,75,38,28,7.8,22.49,0.23,27.94,19.68,44.31,-8.02,0.359061741274949,0.232893588020556,0.440648931860981,1.3543231686359634
Bajra,2018,Kharif,Gujarat,163540.0,228467,26526188.0,57239.0,1.4812,28.36,477.09,41.54,75,38,28,7.8,20.09,0.39,30.95,19.72,43.19,-5.51,0.337352008914974,0.218103837011165,0.430859384826967,0.9087423141168254
Bajra,2018,Summer,Gujarat,228035.0,664155,36987277.0,79812.25,2.824,28.36,477.09,41.54,75,38,28,7.8,20.09,0.39,30.95,19.72,43.19,-5.51,0.337352008914974,0.218103837011165,0.430859384826967,1.341296995189155
Bajra,2019,Kharif,Gujarat,177351.0,308240,30461807.76,65619.87,1.7028,27.13,977.56,55.15,75,38,28,7.8,20.4,0.52,33.0,19.46,45.96,-4.15,0.338281121010725,0.222439533972059,0.427658897736424,0.9942882726958825
Bajra,2019,Summer,Gujarat,272480.0,782722,46801164.8,100817.6,2.934827586,27.13,977.56,55.15,75,38,28,7.8,20.4,0.52,33.0,19.46,45.96,-4.15,0.338281121010725,0.222439533972059,0.427658897736424,1.3698670654075333
Banana,1997,Whole Year,Gujarat,19300.0,1108400,1836781.0,5983.0,55.276,26.78,1009.83,51.08,75,38,28,7.8,22.08,0.24,27.46,19.25,43.07,-5.23,0.284318078850934,0.176006752542262,0.356834524023434,4.030268156514967
Banana,1998,Whole Year,Gujarat,18400.0,1204800,1817920.0,5336.0,63.25899999999999,27.88,758.93,47.48,75,38,28,7.8,22.08,0.24,27.46,19.25,43.07,-5.23,0.277876055780711,0.177255144725047,0.352528732438528,4.162921791786359
Banana,1999,Whole Year,Gujarat,16700.0,1043400,1772371.0,4509.0,61.247,28.45,440.13,40.06,75,38,28,7.8,22.08,0.24,27.46,19.25,43.07,-5.23,0.26151272372207,0.164416560976874,0.340974442862701,4.131110341412424
Banana,2000,Whole Year,Gujarat,22800.0,1277100,2238276.0,5928.0,53.03111111,28.31,549.8,38.9,75,38,28,7.8,22.08,0.24,27.46,19.25,43.07,-5.23,0.264958566962009,0.175485111402823,0.375261908220509,3.9895600123308097
Banana,2001,Whole Year,Gujarat,24400.0,1473800,2491972.0,6344.0,61.91875,28.07,479.49,39.96,75,38,28,7.8,22.08,0.27,27.17,20.2,44.56,-6.48,0.292879970763606,0.189935749518209,0.394446804075939,4.141844211495596
Banana,2003,Whole Year,Gujarat,28200.0,2027400,2791236.0,6768.0,65.116,27.32,891.79,48.96,75,38,28,7.8,21.74,0.34,30.0,19.34,45.89,-7.87,0.290126306322854,0.190335414493554,0.386830904691502,4.191410775055107
Banana,2004,Whole Year,Gujarat,32200.0,1931400,3488548.0,6762.0,59.4,27.7,763.53,47.63,75,38,28,7.8,22.42,0.48,29.96,19.38,44.33,-4.36,0.321731301904556,0.209076730294974,0.414542380717006,4.100989104940769
Banana,2005,Whole Year,Gujarat,30700.0,2101700,3681544.0,6447.0,66.87090909,26.81,962.01,49.27,75,38,28,7.8,22.99,0.25,30.33,19.28,44.07,-6.4,0.316523775618238,0.206210365381769,0.413209344539458,4.21760750520383
Banana,2006,Whole Year,Gujarat,26600.0,1891800,3397086.0,5852.0,57.65846154,27.3,986.67,52.6,75,38,28,7.8,22.53,0.36,30.27,19.2,43.58,-5.73,0.325236323165424,0.209730935105219,0.418518435393906,4.071731836475068
Banana,2007,Whole Year,Gujarat,31200.0,2033100,4162080.0,4992.0,57.96166667,27.27,1033.53,52.63,75,38,28,7.8,22.55,0.31,30.28,18.61,44.45,-5.54,0.341047178481537,0.219711881614936,0.425943238411418,4.076887515290238
Banana,2008,Whole Year,Gujarat,28200.0,2002900,4033728.0,2538.0,72.95916667,27.35,620.73,47.0,75,38,28,7.8,20.55,0.27,29.65,18.97,44.14,-11.03,0.341843814841441,0.222923252779357,0.427018038499839,4.303513139148795
Banana,2009,Whole Year,Gujarat,22100.0,1605500,3443622.0,3757.0,65.11,28.45,580.29,44.88,75,38,28,7.8,19.68,0.39,31.94,19.28,44.41,-4.98,0.326752670677619,0.211648359496663,0.417371500765531,4.191320021345486
Banana,2010,Whole Year,Gujarat,23500.0,1650300,3903585.0,5640.0,70.365,27.65,1150.46,54.22,75,38,28,7.8,20.89,0.22,27.01,20.14,45.28,-5.46,0.331734630862477,0.215938535759061,0.419179995176368,4.267807553081732
Banana,2011,Whole Year,Gujarat,28600.0,2049900,4791072.0,9438.0,63.306000000000004,27.33,721.98,50.81,75,38,28,7.8,20.71,0.26,31.06,19.37,44.11,-5.67,0.360688130632627,0.233993917805892,0.441099739252892,4.163652939487425
Banana,2012,Whole Year,Gujarat,28100.0,2000600,4237480.0,8711.0,62.463,27.41,545.72,45.45,75,38,28,7.8,21.82,0.45,32.3,18.47,44.57,-7.25,0.330047845273749,0.21772475662639,0.422642369567527,4.150457058910981
Banana,2013,Whole Year,Gujarat,26721.0,1944633,3860917.29,7214.67,71.54363636,26.68,998.76,53.43,75,38,28,7.8,21.55,0.29,30.28,19.36,44.99,-5.65,0.344250212425479,0.224737350954554,0.435278657087496,4.284188261630597
Banana,2014,Whole Year,Gujarat,26989.0,1990076,4074259.44,8906.37,67.33181818,27.49,775.44,48.89,75,38,28,7.8,21.92,0.33,31.45,18.71,44.64,-6.96,0.366344781628839,0.236026696666873,0.444355023539755,4.224375517248864
Banana,2015,Whole Year,Gujarat,24439.0,1768164,3859162.49,8064.87,72.35545455,28.0,657.92,45.93,75,38,28,7.8,21.26,0.27,30.45,19.64,43.64,-4.99,0.355363472923012,0.228997379924965,0.440616975432223,4.295316865150692
Banana,2016,Whole Year,Gujarat,28500.0,2332252,4367625.0,9975.0,82.90272727,28.08,551.92,45.4,75,38,28,7.8,22.8,0.16,27.38,19.95,43.98,-6.01,0.331671260187761,0.219108090817902,0.424307234824636,4.4296581191427
Banana,2017,Whole Year,Gujarat,29630.0,2125489,4664947.2,11259.4,71.83,27.49,860.9,48.49,75,38,28,7.8,22.49,0.23,27.94,19.68,44.31,-8.02,0.359061741274949,0.232893588020556,0.440648931860981,4.288127958229824
Banana,2018,Whole Year,Gujarat,36405.0,2815267,5904891.0,12741.75,77.81625,28.36,477.09,41.54,75,38,28,7.8,20.09,0.39,30.95,19.72,43.19,-5.51,0.337352008914974,0.218103837011165,0.430859384826967,4.36711919387788
Banana,2019,Whole Year,Gujarat,30226.0,2255336,5191617.76,11183.62,73.76285714,27.13,977.56,55.15,75,38,28,7.8,20.4,0.52,33.0,19.46,45.96,-4.15,0.338281121010725,0.222439533972059,0.427658897736424,4.3143211993530795
Castor seed,1997,Kharif,Gujarat,11200.0,26000,1065904.0,3472.0,2.32,26.78,1009.83,51.08,75,38,28,7.8,22.08,0.24,27.46,19.25,43.07,-5.23,0.284318078850934,0.176006752542262,0.356834524023434,1.199964782928397
Castor seed,1997,Whole Year,Gujarat,337000.0,660500,32072290.0,104470.0,2.29625,26.78,1009.83,51.08,75,38,28,7.8,22.08,0.24,27.46,19.25,43.07,-5.23,0.284318078850934,0.176006752542262,0.356834524023434,1.1927854586853595
Castor seed,1998,Kharif,Gujarat,348300.0,694500,34412040.0,101007.0,2.431764706,27.88,758.93,47.48,75,38,28,7.8,22.08,0.24,27.46,19.25,43.07,-5.23,0.277876055780711,0.177255144725047,0.352528732438528,1.233074620417641
Castor seed,1999,Kharif,Gujarat,346300.0,622400,36752819.0,93501.0,1.696470588,28.45,440.13,40.06,75,38,28,7.8,22.08,0.24,27.46,19.25,43.07,-5.23,0.26151272372207,0.164416560976874,0.340974442862701,0.991943728263008
Castor seed,2000,Kharif,Gujarat,458600.0,638800,45020762.0,119236.0,1.242352941,28.31,549.8,38.9,75,38,28,7.8,22.08,0.24,27.46,19.25,43.07,-5.23,0.264958566962009,0.175485111402823,0.375261908220509,0.8075257346510865
Castor seed,2001,Kharif,Gujarat,304700.0,465100,31119011.0,79222.0,1.58,28.07,479.49,39.96,75,38,28,7.8,22.08,0.27,27.17,20.2,44.56,-6.48,0.292879970763606,0.189935749518209,0.394446804075939,0.9477893989335261
Castor seed,2002,Kharif,Gujarat,242200.0,283100,22929074.0,60550.0,1.162941176,28.63,366.66,37.53,75,38,28,7.8,22.58,0.28,29.2,19.62,42.96,-4.96,0.282938828805402,0.184373026957222,0.39044518842953,0.7714689510393958
Castor seed,2003,Kharif,Gujarat,290300.0,541100,28733894.0,69672.0,1.981818182,27.32,891.79,48.96,75,38,28,7.8,21.74,0.34,30.0,19.34,45.89,-7.87,0.290126306322854,0.190335414493554,0.386830904691502,1.092533242652703
Castor seed,2004,Kharif,Gujarat,330500.0,564800,35806370.0,69405.0,1.746956522,27.7,763.53,47.63,75,38,28,7.8,22.42,0.48,29.96,19.38,44.33,-4.36,0.321731301904556,0.209076730294974,0.414542380717006,1.0104935795397563
Castor seed,2005,Kharif,Gujarat,341600.0,665000,40964672.0,71736.0,2.059545455,26.81,962.01,49.27,75,38,28,7.8,22.99,0.25,30.33,19.28,44.07,-6.4,0.316523775618238,0.206210365381769,0.413209344539458,1.1182663608128722
Castor seed,2006,Kharif,Gujarat,327100.0,588800,41773941.0,71962.0,1.845454545,27.3,986.67,52.6,75,38,28,7.8,22.53,0.36,30.27,19.2,43.58,-5.73,0.325236323165424,0.209730935105219,0.418518435393906,1.0457228245879926
Castor seed,2007,Kharif,Gujarat,358100.0,708300,47770540.0,57296.0,2.08,27.27,1033.53,52.63,75,38,28,7.8,22.55,0.31,30.28,18.61,44.45,-5.54,0.341047178481537,0.219711881614936,0.425943238411418,1.1249295969854831
Castor seed,2008,Kharif,Gujarat,433900.0,851700,62065056.0,39051.0,2.020434783,27.35,620.73,47.0,75,38,28,7.8,20.55,0.27,29.65,18.97,44.14,-11.03,0.341843814841441,0.222923252779357,0.427018038499839,1.105400788905192
Castor seed,2009,Kharif,Gujarat,421600.0,831400,65693712.0,71672.0,2.041304348,28.45,580.29,44.88,75,38,28,7.8,19.68,0.39,31.94,19.28,44.41,-4.98,0.326752670677619,0.211648359496663,0.417371500765531,1.1122864852395242
Castor seed,2010,Kharif,Gujarat,490600.0,986000,81493566.0,117744.0,2.011363636,27.65,1150.46,54.22,75,38,28,7.8,20.89,0.22,27.01,20.14,45.28,-5.46,0.331734630862477,0.215938535759061,0.419179995176368,1.102393011387261
Castor seed,2011,Kharif,Gujarat,877700.0,1803400,147032304.0,289641.0,2.132608696,27.33,721.98,50.81,75,38,28,7.8,20.71,0.26,31.06,19.37,44.11,-5.67,0.360688130632627,0.233993917805892,0.441099739252892,1.1418661066274154
Castor seed,2012,Kharif,Gujarat,750700.0,1493000,113205560.0,232717.0,1.958695652,27.41,545.72,45.45,75,38,28,7.8,21.82,0.45,32.3,18.47,44.57,-7.25,0.330047845273749,0.21772475662639,0.422642369567527,1.0847485131095451
Castor seed,2013,Kharif,Gujarat,630218.0,1367133,91060198.82,170158.86,2.19173913,26.68,998.76,53.43,75,38,28,7.8,21.55,0.29,30.28,19.36,44.99,-5.65,0.344250212425479,0.224737350954554,0.435278657087496,1.160565950057319
Castor seed,2014,Kharif,Gujarat,693527.0,1440526,104694835.9,228863.91,2.158,27.49,775.44,48.89,75,38,28,7.8,21.92,0.33,31.45,18.71,44.64,-6.96,0.366344781628839,0.236026696666873,0.444355023539755,1.1499389158334503
Castor seed,2015,Kharif,Gujarat,713787.0,1410302,112714105.2,235549.71,1.929666667,28.0,657.92,45.93,75,38,28,7.8,21.26,0.27,30.45,19.64,43.64,-4.99,0.355363472923012,0.228997379924965,0.440616975432223,1.0748886510281772
Castor seed,2016,Kharif,Gujarat,543697.0,1126810,83321565.25,190293.95,2.026206897,28.08,551.92,45.4,75,38,28,7.8,22.8,0.16,27.38,19.95,43.98,-6.01,0.331671260187761,0.219108090817902,0.424307234824636,1.107309986128632
Castor seed,2017,Kharif,Gujarat,585243.0,1487280,92140657.92,222392.34,2.466333333,27.49,860.9,48.49,75,38,28,7.8,22.49,0.23,27.94,19.68,44.31,-8.02,0.359061741274949,0.232893588020556,0.440648931860981,1.243097358913823
Castor seed,2018,Kharif,Gujarat,521877.0,944316,84648449.4,182656.95,1.732333333,28.36,477.09,41.54,75,38,28,7.8,20.09,0.39,30.95,19.72,43.19,-5.51,0.337352008914974,0.218103837011165,0.430859384826967,1.0051559448807879
Castor seed,2019,Kharif,Gujarat,736591.0,1432107,126516870.2,272538.67,1.908666667,27.13,977.56,55.15,75,38,28,7.8,20.4,0.52,33.0,19.46,45.96,-4.15,0.338281121010725,0.222439533972059,0.427658897736424,1.0676947861479082
Cotton(lint),1997,Whole Year,Gujarat,1518900.0,3180200,144553713.0,470859.0,2.254117647,26.78,1009.83,51.08,75,38,28,7.8,22.08,0.24,27.46,19.25,43.07,-5.23,0.284318078850934,0.176006752542262,0.356834524023434,1.1799211627222648
Cotton(lint),1998,Kharif,Gujarat,1658500.0,3903000,163859800.0,480965.0,2.73,27.88,758.93,47.48,75,38,28,7.8,22.08,0.24,27.46,19.25,43.07,-5.23,0.277876055780711,0.177255144725047,0.352528732438528,1.3164082336557241
Cotton(lint),1999,Kharif,Gujarat,1539400.0,2085500,163376522.0,415638.0,1.608823529,28.45,440.13,40.06,75,38,28,7.8,22.08,0.24,27.46,19.25,43.07,-5.23,0.26151272372207,0.164416560976874,0.340974442862701,0.958899364541537
Cotton(lint),2000,Kharif,Gujarat,1615400.0,1161400,158583818.0,420004.0,0.918823529,28.31,549.8,38.9,75,38,28,7.8,22.08,0.24,27.46,19.25,43.07,-5.23,0.264958566962009,0.175485111402823,0.375261908220509,0.6517122529220595
Cotton(lint),2001,Kharif,Gujarat,1749800.0,1703200,178707074.0,454948.0,1.133529412,28.07,479.49,39.96,75,38,28,7.8,22.08,0.27,27.17,20.2,44.56,-6.48,0.292879970763606,0.189935749518209,0.394446804075939,0.7577776093488788
Cotton(lint),2002,Kharif,Gujarat,1634800.0,1684500,154766516.0,408700.0,1.349411765,28.63,366.66,37.53,75,38,28,7.8,22.58,0.28,29.2,19.62,42.96,-4.96,0.282938828805402,0.184373026957222,0.39044518842953,0.8541649840566408
Cotton(lint),2003,Kharif,Gujarat,1641000.0,4026900,162426180.0,393840.0,2.818181818,27.32,891.79,48.96,75,38,28,7.8,21.74,0.34,30.0,19.34,45.89,-7.87,0.290126306322854,0.190335414493554,0.386830904691502,1.3397743454373787
Cotton(lint),2004,Kharif,Gujarat,1906300.0,5443500,206528542.0,400323.0,3.209090909,27.7,763.53,47.63,75,38,28,7.8,22.42,0.48,29.96,19.38,44.33,-4.36,0.321731301904556,0.209076730294974,0.414542380717006,1.4372466882722197
Cotton(lint),2005,Kharif,Gujarat,2010800.0,6871600,241135136.0,422268.0,3.511818182,26.81,962.01,49.27,75,38,28,7.8,22.99,0.25,30.33,19.28,44.07,-6.4,0.316523775618238,0.206210365381769,0.413209344539458,1.506700216841277
Cotton(lint),2006,Kharif,Gujarat,2372100.0,7876400,302940891.0,521862.0,3.100909091,27.3,986.67,52.6,75,38,28,7.8,22.53,0.36,30.27,19.2,43.58,-5.73,0.325236323165424,0.209730935105219,0.418518435393906,1.411208678644102
Cotton(lint),2007,Kharif,Gujarat,2422000.0,8275700,323094800.0,387520.0,3.345909091,27.27,1033.53,52.63,75,38,28,7.8,22.55,0.31,30.28,18.61,44.45,-5.54,0.341047178481537,0.219711881614936,0.425943238411418,1.469234963759957
Cotton(lint),2008,Kharif,Gujarat,2353600.0,7013800,336658944.0,211824.0,3.120434783,27.35,620.73,47.0,75,38,28,7.8,20.55,0.27,29.65,18.97,44.14,-11.03,0.341843814841441,0.222923252779357,0.427018038499839,1.4159586876479207
Cotton(lint),2009,Kharif,Gujarat,2464400.0,7401000,384002808.0,418948.0,3.094782609,28.45,580.29,44.88,75,38,28,7.8,19.68,0.39,31.94,19.28,44.41,-4.98,0.326752670677619,0.211648359496663,0.417371500765531,1.4097136289605847
Cotton(lint),2010,Kharif,Gujarat,2623200.0,9825300,435739752.0,629568.0,3.313043478,27.65,1150.46,54.22,75,38,28,7.8,20.89,0.22,27.01,20.14,45.28,-5.46,0.331734630862477,0.215938535759061,0.419179995176368,1.4616437983011936
Cotton(lint),2011,Kharif,Gujarat,3003100.0,10374600,503079312.0,991023.0,3.286521739,27.33,721.98,50.81,75,38,28,7.8,20.71,0.26,31.06,19.37,44.11,-5.67,0.360688130632627,0.233993917805892,0.441099739252892,1.4554756206273711
Cotton(lint),2012,Kharif,Gujarat,2457200.0,4950900,370545760.0,761732.0,2.389130435,27.41,545.72,45.45,75,38,28,7.8,21.82,0.45,32.3,18.47,44.57,-7.25,0.330047845273749,0.21772475662639,0.422642369567527,1.2205733796387797
Cotton(lint),2013,Kharif,Gujarat,2608410.0,10511576,376889160.9,704270.7,3.703043478,26.68,998.76,53.43,75,38,28,7.8,21.55,0.29,30.28,19.36,44.99,-5.65,0.344250212425479,0.224737350954554,0.435278657087496,1.5482098476575803
Cotton(lint),2014,Kharif,Gujarat,2883793.0,9233677,435337391.3,951651.69,3.495666667,27.49,775.44,48.89,75,38,28,7.8,21.92,0.33,31.45,18.71,44.64,-6.96,0.366344781628839,0.236026696666873,0.444355023539755,1.5031139699407563
Cotton(lint),2015,Kharif,Gujarat,2721598.0,7542431,429767540.2,898127.34,2.913333333,28.0,657.92,45.93,75,38,28,7.8,21.26,0.27,30.45,19.64,43.64,-4.99,0.355363472923012,0.228997379924965,0.440616975432223,1.3643895256466618
Cotton(lint),2016,Kharif,Gujarat,2390944.0,5155549,366412168.0,836830.4,2.946333333,28.08,551.92,45.4,75,38,28,7.8,22.8,0.16,27.38,19.95,43.98,-6.01,0.331671260187761,0.219108090817902,0.424307234824636,1.372786877676923
Cotton(lint),2017,Kharif,Gujarat,2626487.0,10112737,413514113.3,998065.06,3.962,27.49,860.9,48.49,75,38,28,7.8,22.49,0.23,27.94,19.68,44.31,-8.02,0.359061741274949,0.232893588020556,0.440648931860981,1.6018088852696093
Cotton(lint),2018,Kharif,Gujarat,2660056.0,6302745,431461083.2,931019.6,3.031666667,28.36,477.09,41.54,75,38,28,7.8,20.09,0.39,30.95,19.72,43.19,-5.51,0.337352008914974,0.218103837011165,0.430859384826967,1.3941798554765596
Cotton(lint),2019,Kharif,Gujarat,2654636.0,8624334,455960279.4,982215.32,3.182,27.13,977.56,55.15,75,38,28,7.8,20.4,0.52,33.0,19.46,45.96,-4.15,0.338281121010725,0.222439533972059,0.427658897736424,1.430789601006442
Dry chillies,1997,Kharif,Gujarat,18400.0,21300,1751128.0,5704.0,1.115,26.78,1009.83,51.08,75,38,28,7.8,22.08,0.24,27.46,19.25,43.07,-5.23,0.284318078850934,0.176006752542262,0.356834524023434,0.7490548124982412
Dry chillies,1998,Whole Year,Gujarat,18100.0,18600,1788280.0,5249.0,1.004444444,27.88,758.93,47.48,75,38,28,7.8,22.08,0.24,27.46,19.25,43.07,-5.23,0.277876055780711,0.177255144725047,0.352528732438528,0.6953669370765287
Dry chillies,1999,Whole Year,Gujarat,14600.0,12800,1549498.0,3942.0,0.892105263,28.45,440.13,40.06,75,38,28,7.8,22.08,0.24,27.46,19.25,43.07,-5.23,0.26151272372207,0.164416560976874,0.340974442862701,0.637690104917166
Dry chillies,2000,Whole Year,Gujarat,13900.0,10500,1364563.0,3614.0,0.853333333,28.31,549.8,38.9,75,38,28,7.8,22.08,0.24,27.46,19.25,43.07,-5.23,0.264958566962009,0.175485111402823,0.375261908220509,0.6169858194145251
Dry chillies,2001,Whole Year,Gujarat,13600.0,12100,1388968.0,3536.0,0.890526316,28.07,479.49,39.96,75,38,28,7.8,22.08,0.27,27.17,20.2,44.56,-6.48,0.292879970763606,0.189935749518209,0.394446804075939,0.636855264378917
Dry chillies,2002,Whole Year,Gujarat,12100.0,10500,1145507.0,3025.0,0.831875,28.63,366.66,37.53,75,38,28,7.8,22.58,0.28,29.2,19.62,42.96,-4.96,0.282938828805402,0.184373026957222,0.39044518842953,0.6053400324830198
Dry chillies,2003,Whole Year,Gujarat,9100.0,8400,900718.0,2184.0,0.874,27.32,891.79,48.96,75,38,28,7.8,21.74,0.34,30.0,19.34,45.89,-7.87,0.290126306322854,0.190335414493554,0.386830904691502,0.6280751838162304
Dry chillies,2004,Whole Year,Gujarat,6400.0,5700,693376.0,1344.0,0.81,27.7,763.53,47.63,75,38,28,7.8,22.42,0.48,29.96,19.38,44.33,-4.36,0.321731301904556,0.209076730294974,0.414542380717006,0.5933268452777344
Dry chillies,2005,Whole Year,Gujarat,7500.0,6800,899400.0,1575.0,0.943,26.81,962.01,49.27,75,38,28,7.8,22.99,0.25,30.33,19.28,44.07,-6.4,0.316523775618238,0.206210365381769,0.413209344539458,0.6642331703953029
Dry chillies,2006,Whole Year,Gujarat,6900.0,6400,881199.0,1518.0,0.948421053,27.3,986.67,52.6,75,38,28,7.8,22.53,0.36,30.27,19.2,43.58,-5.73,0.325236323165424,0.209730935105219,0.418518435393906,0.6670193281679979
Dry chillies,2007,Whole Year,Gujarat,8300.0,7900,1107220.0,1328.0,0.953333333,27.27,1033.53,52.63,75,38,28,7.8,22.55,0.31,30.28,18.61,44.45,-5.54,0.341047178481537,0.219711881614936,0.425943238411418,0.6695373147501631
Dry chillies,2008,Whole Year,Gujarat,7400.0,6700,1058496.0,666.0,0.96,27.35,620.73,47.0,75,38,28,7.8,20.55,0.27,29.65,18.97,44.14,-11.03,0.341843814841441,0.222923252779357,0.427018038499839,0.6729444732424258
Dry chillies,2009,Whole Year,Gujarat,9000.0,8500,1402380.0,1530.0,0.970909091,28.45,580.29,44.88,75,38,28,7.8,19.68,0.39,31.94,19.28,44.41,-4.98,0.326752670677619,0.211648359496663,0.417371500765531,0.6784949038192004
Dry chillies,2010,Whole Year,Gujarat,7600.0,6900,1262436.0,1824.0,0.956666667,27.65,1150.46,54.22,75,38,28,7.8,20.89,0.22,27.01,20.14,45.28,-5.46,0.331734630862477,0.215938535759061,0.419179995176368,0.6712423453422532
Dry chillies,2011,Whole Year,Gujarat,8000.0,7400,1340160.0,2640.0,0.925333333,27.33,721.98,50.81,75,38,28,7.8,20.71,0.26,31.06,19.37,44.11,-5.67,0.360688130632627,0.233993917805892,0.441099739252892,0.6550991127492852
Dry chillies,2012,Whole Year,Gujarat,6500.0,6700,980200.0,2015.0,0.993571429,27.41,545.72,45.45,75,38,28,7.8,21.82,0.45,32.3,18.47,44.57,-7.25,0.330047845273749,0.21772475662639,0.422642369567527,0.6899277181479488
Dry chillies,2013,Whole Year,Gujarat,6274.0,6489,906530.26,1693.98,0.977333333,26.68,998.76,53.43,75,38,28,7.8,21.55,0.29,30.28,19.36,44.99,-5.65,0.344250212425479,0.224737350954554,0.435278657087496,0.6817491354389987
Dry chillies,2014,Whole Year,Gujarat,11498.0,10702,1735738.08,3794.34,0.944444444,27.49,775.44,48.89,75,38,28,7.8,21.92,0.33,31.45,18.71,44.64,-6.96,0.366344781628839,0.236026696666873,0.444355023539755,0.6649763033646775
Dry chillies,2015,Whole Year,Gujarat,5913.0,6165,933721.83,1951.29,0.9625,28.0,657.92,45.93,75,38,28,7.8,21.26,0.27,30.45,19.64,43.64,-4.99,0.355363472923012,0.228997379924965,0.440616975432223,0.6742191706744265
Dry chillies,2016,Whole Year,Gujarat,7349.0,7595,1126234.25,2572.15,1.154666667,28.08,551.92,45.4,75,38,28,7.8,22.8,0.16,27.38,19.95,43.98,-6.01,0.331671260187761,0.219108090817902,0.424307234824636,0.7676360327053876
Dry chillies,2017,Whole Year,Gujarat,5571.0,5292,877098.24,2116.98,1.078181818,27.49,860.9,48.49,75,38,28,7.8,22.49,0.23,27.94,19.68,44.31,-8.02,0.359061741274949,0.232893588020556,0.440648931860981,0.731493385480805
Dry chillies,2018,Whole Year,Gujarat,4532.0,4321,735090.4,1586.2,0.72,28.36,477.09,41.54,75,38,28,7.8,20.09,0.39,30.95,19.72,43.19,-5.51,0.337352008914974,0.218103837011165,0.430859384826967,0.5423242908253617
Dry chillies,2019,Whole Year,Gujarat,1414.0,4419,242868.64,523.18,3.125,27.13,977.56,55.15,75,38,28,7.8,20.4,0.52,33.0,19.46,45.96,-4.15,0.338281121010725,0.222439533972059,0.427658897736424,1.4170660197866443
Garlic,1997,Whole Year,Gujarat,20200.0,133900,1922434.0,6262.0,6.340909091,26.78,1009.83,51.08,75,38,28,7.8,22.08,0.24,27.46,19.25,43.07,-5.23,0.284318078850934,0.176006752542262,0.356834524023434,1.9934626893167793
Garlic,1998,Whole Year,Gujarat,28300.0,198500,2796040.0,8207.0,6.504,27.88,758.93,47.48,75,38,28,7.8,22.08,0.24,27.46,19.25,43.07,-5.23,0.277876055780711,0.177255144725047,0.352528732438528,2.0154362117039235
Garlic,1999,Whole Year,Gujarat,8800.0,44700,933944.0,2376.0,4.888,28.45,440.13,40.06,75,38,28,7.8,22.08,0.24,27.46,19.25,43.07,-5.23,0.26151272372207,0.164416560976874,0.340974442862701,1.7729163814265751
Garlic,2000,Whole Year,Gujarat,2500.0,12500,245425.0,650.0,4.431111111,28.31,549.8,38.9,75,38,28,7.8,22.08,0.24,27.46,19.25,43.07,-5.23,0.264958566962009,0.175485111402823,0.375261908220509,1.6921437375066621
Garlic,2001,Whole Year,Gujarat,9300.0,57200,949809.0,2418.0,5.978333333,28.07,479.49,39.96,75,38,28,7.8,22.08,0.27,27.17,20.2,44.56,-6.48,0.292879970763606,0.189935749518209,0.394446804075939,1.94281011075523
Garlic,2002,Whole Year,Gujarat,8500.0,46200,804695.0,2125.0,5.413076923,28.63,366.66,37.53,75,38,28,7.8,22.58,0.28,29.2,19.62,42.96,-4.96,0.282938828805402,0.184373026957222,0.39044518842953,1.8583391749489906
Garlic,2003,Whole Year,Gujarat,27100.0,189800,2682358.0,6504.0,6.95,27.32,891.79,48.96,75,38,28,7.8,21.74,0.34,30.0,19.34,45.89,-7.87,0.290126306322854,0.190335414493554,0.386830904691502,2.0731719286662407
